foundation type,total,geo_code,geo_level
Cement Bonded Bricks/Stone,5585,59001,local
Mud Bonded Bricks/Stone,45423,59001,local
Not Stated about House,658,59001,local
Others,229,59001,local
Rcc with Pillar,3132,59001,local
Wooden Pillar,17803,59001,local
Cement Bonded Bricks/Stone,5585,59007,local
Mud Bonded Bricks/Stone,45423,59007,local
Not Stated about House,658,59007,local
Others,229,59007,local
Rcc with Pillar,3132,59007,local
Wooden Pillar,17803,59007,local
Cement Bonded Bricks/Stone,5585,59009,local
Mud Bonded Bricks/Stone,45423,59009,local
Not Stated about House,658,59009,local
Others,229,59009,local
Rcc with Pillar,3132,59009,local
Wooden Pillar,17803,59009,local
Cement Bonded Bricks/Stone,5585,59003,local
Mud Bonded Bricks/Stone,45423,59003,local
Not Stated about House,658,59003,local
Others,229,59003,local
Rcc with Pillar,3132,59003,local
Wooden Pillar,17803,59003,local
Cement Bonded Bricks/Stone,5585,59002,local
Mud Bonded Bricks/Stone,45423,59002,local
Not Stated about House,658,59002,local
Others,229,59002,local
Rcc with Pillar,3132,59002,local
Wooden Pillar,17803,59002,local
Cement Bonded Bricks/Stone,5585,59004,local
Mud Bonded Bricks/Stone,45423,59004,local
Not Stated about House,658,59004,local
Others,229,59004,local
Rcc with Pillar,3132,59004,local
Wooden Pillar,17803,59004,local
Cement Bonded Bricks/Stone,8,21,district
Mud Bonded Bricks/Stone,7254,21,district
Not Stated about House,177,21,district
Others,3,21,district
Rcc with Pillar,1,21,district
Wooden Pillar,23,21,district
Cement Bonded Bricks/Stone,8,62007,local
Mud Bonded Bricks/Stone,7254,62007,local
Not Stated about House,177,62007,local
Others,3,62007,local
Rcc with Pillar,1,62007,local
Wooden Pillar,23,62007,local
Cement Bonded Bricks/Stone,8,62004,local
Mud Bonded Bricks/Stone,7254,62004,local
Not Stated about House,177,62004,local
Others,3,62004,local
Rcc with Pillar,1,62004,local
Wooden Pillar,23,62004,local
Cement Bonded Bricks/Stone,8,62001,local
Mud Bonded Bricks/Stone,7254,62001,local
Not Stated about House,177,62001,local
Others,3,62001,local
Rcc with Pillar,1,62001,local
Wooden Pillar,23,62001,local
Cement Bonded Bricks/Stone,8,62006,local
Mud Bonded Bricks/Stone,7254,62006,local
Not Stated about House,177,62006,local
Others,3,62006,local
Rcc with Pillar,1,62006,local
Wooden Pillar,23,62006,local
Cement Bonded Bricks/Stone,8,62003,local
Mud Bonded Bricks/Stone,7254,62003,local
Not Stated about House,177,62003,local
Others,3,62003,local
Rcc with Pillar,1,62003,local
Wooden Pillar,23,62003,local
Cement Bonded Bricks/Stone,8,62002,local
Mud Bonded Bricks/Stone,7254,62002,local
Not Stated about House,177,62002,local
Others,3,62002,local
Rcc with Pillar,1,62002,local
Wooden Pillar,23,62002,local
Cement Bonded Bricks/Stone,8,62008,local
Mud Bonded Bricks/Stone,7254,62008,local
Not Stated about House,177,62008,local
Others,3,62008,local
Rcc with Pillar,1,62008,local
Wooden Pillar,23,62008,local
Cement Bonded Bricks/Stone,8,62005,local
Mud Bonded Bricks/Stone,7254,62005,local
Not Stated about House,177,62005,local
Others,3,62005,local
Rcc with Pillar,1,62005,local
Wooden Pillar,23,62005,local
Cement Bonded Bricks/Stone,32,44,district
Mud Bonded Bricks/Stone,9341,44,district
Not Stated about House,135,44,district
Others,63,44,district
Rcc with Pillar,1,44,district
Wooden Pillar,28,44,district
Cement Bonded Bricks/Stone,32,65002,local
Mud Bonded Bricks/Stone,9341,65002,local
Not Stated about House,135,65002,local
Others,63,65002,local
Rcc with Pillar,1,65002,local
Wooden Pillar,28,65002,local
Cement Bonded Bricks/Stone,32,65001,local
Mud Bonded Bricks/Stone,9341,65001,local
Not Stated about House,135,65001,local
Others,63,65001,local
Rcc with Pillar,1,65001,local
Wooden Pillar,28,65001,local
Cement Bonded Bricks/Stone,32,65003,local
Mud Bonded Bricks/Stone,9341,65003,local
Not Stated about House,135,65003,local
Others,63,65003,local
Rcc with Pillar,1,65003,local
Wooden Pillar,28,65003,local
Cement Bonded Bricks/Stone,32,65004,local
Mud Bonded Bricks/Stone,9341,65004,local
Not Stated about House,135,65004,local
Others,63,65004,local
Rcc with Pillar,1,65004,local
Wooden Pillar,28,65004,local
Cement Bonded Bricks/Stone,502,61,district
Mud Bonded Bricks/Stone,44846,61,district
Not Stated about House,431,61,district
Others,14,61,district
Rcc with Pillar,345,61,district
Wooden Pillar,386,61,district
Cement Bonded Bricks/Stone,502,55009,local
Mud Bonded Bricks/Stone,44846,55009,local
Not Stated about House,431,55009,local
Others,14,55009,local
Rcc with Pillar,345,55009,local
Wooden Pillar,386,55009,local
Cement Bonded Bricks/Stone,502,55003,local
Mud Bonded Bricks/Stone,44846,55003,local
Not Stated about House,431,55003,local
Others,14,55003,local
Rcc with Pillar,345,55003,local
Wooden Pillar,386,55003,local
Cement Bonded Bricks/Stone,502,55002,local
Mud Bonded Bricks/Stone,44846,55002,local
Not Stated about House,431,55002,local
Others,14,55002,local
Rcc with Pillar,345,55002,local
Wooden Pillar,386,55002,local
Cement Bonded Bricks/Stone,502,55010,local
Mud Bonded Bricks/Stone,44846,55010,local
Not Stated about House,431,55010,local
Others,14,55010,local
Rcc with Pillar,345,55010,local
Wooden Pillar,386,55010,local
Cement Bonded Bricks/Stone,502,55006,local
Mud Bonded Bricks/Stone,44846,55006,local
Not Stated about House,431,55006,local
Others,14,55006,local
Rcc with Pillar,345,55006,local
Wooden Pillar,386,55006,local
Cement Bonded Bricks/Stone,502,55001,local
Mud Bonded Bricks/Stone,44846,55001,local
Not Stated about House,431,55001,local
Others,14,55001,local
Rcc with Pillar,345,55001,local
Wooden Pillar,386,55001,local
Cement Bonded Bricks/Stone,502,55007,local
Mud Bonded Bricks/Stone,44846,55007,local
Not Stated about House,431,55007,local
Others,14,55007,local
Rcc with Pillar,345,55007,local
Wooden Pillar,386,55007,local
Cement Bonded Bricks/Stone,502,55004,local
Mud Bonded Bricks/Stone,44846,55004,local
Not Stated about House,431,55004,local
Others,14,55004,local
Rcc with Pillar,345,55004,local
Wooden Pillar,386,55004,local
Cement Bonded Bricks/Stone,502,55008,local
Mud Bonded Bricks/Stone,44846,55008,local
Not Stated about House,431,55008,local
Others,14,55008,local
Rcc with Pillar,345,55008,local
Wooden Pillar,386,55008,local
Cement Bonded Bricks/Stone,502,55005,local
Mud Bonded Bricks/Stone,44846,55005,local
Not Stated about House,431,55005,local
Others,14,55005,local
Rcc with Pillar,345,55005,local
Wooden Pillar,386,55005,local
Cement Bonded Bricks/Stone,354,77,district
Mud Bonded Bricks/Stone,29920,77,district
Not Stated about House,141,77,district
Others,8,77,district
Rcc with Pillar,118,77,district
Wooden Pillar,94,77,district
Cement Bonded Bricks/Stone,354,54003,local
Mud Bonded Bricks/Stone,29920,54003,local
Not Stated about House,141,54003,local
Others,8,54003,local
Rcc with Pillar,118,54003,local
Wooden Pillar,94,54003,local
Cement Bonded Bricks/Stone,354,54001,local
Mud Bonded Bricks/Stone,29920,54001,local
Not Stated about House,141,54001,local
Others,8,54001,local
Rcc with Pillar,118,54001,local
Wooden Pillar,94,54001,local
Cement Bonded Bricks/Stone,354,54005,local
Mud Bonded Bricks/Stone,29920,54005,local
Not Stated about House,141,54005,local
Others,8,54005,local
Rcc with Pillar,118,54005,local
Wooden Pillar,94,54005,local
Cement Bonded Bricks/Stone,354,54006,local
Mud Bonded Bricks/Stone,29920,54006,local
Not Stated about House,141,54006,local
Others,8,54006,local
Rcc with Pillar,118,54006,local
Wooden Pillar,94,54006,local
Cement Bonded Bricks/Stone,354,54002,local
Mud Bonded Bricks/Stone,29920,54002,local
Not Stated about House,141,54002,local
Others,8,54002,local
Rcc with Pillar,118,54002,local
Wooden Pillar,94,54002,local
Cement Bonded Bricks/Stone,354,54004,local
Mud Bonded Bricks/Stone,29920,54004,local
Not Stated about House,141,54004,local
Others,8,54004,local
Rcc with Pillar,118,54004,local
Wooden Pillar,94,54004,local
Cement Bonded Bricks/Stone,45,27,district
Mud Bonded Bricks/Stone,30127,27,district
Not Stated about House,191,27,district
Others,8,27,district
Rcc with Pillar,5,27,district
Wooden Pillar,92,27,district
Cement Bonded Bricks/Stone,45,61005,local
Mud Bonded Bricks/Stone,30127,61005,local
Not Stated about House,191,61005,local
Others,8,61005,local
Rcc with Pillar,5,61005,local
Wooden Pillar,92,61005,local
Cement Bonded Bricks/Stone,45,61004,local
Mud Bonded Bricks/Stone,30127,61004,local
Not Stated about House,191,61004,local
Others,8,61004,local
Rcc with Pillar,5,61004,local
Wooden Pillar,92,61004,local
Cement Bonded Bricks/Stone,45,61002,local
Mud Bonded Bricks/Stone,30127,61002,local
Not Stated about House,191,61002,local
Others,8,61002,local
Rcc with Pillar,5,61002,local
Wooden Pillar,92,61002,local
Cement Bonded Bricks/Stone,45,61001,local
Mud Bonded Bricks/Stone,30127,61001,local
Not Stated about House,191,61001,local
Others,8,61001,local
Rcc with Pillar,5,61001,local
Wooden Pillar,92,61001,local
Cement Bonded Bricks/Stone,45,61006,local
Mud Bonded Bricks/Stone,30127,61006,local
Not Stated about House,191,61006,local
Others,8,61006,local
Rcc with Pillar,5,61006,local
Wooden Pillar,92,61006,local
Cement Bonded Bricks/Stone,45,61007,local
Mud Bonded Bricks/Stone,30127,61007,local
Not Stated about House,191,61007,local
Others,8,61007,local
Rcc with Pillar,5,61007,local
Wooden Pillar,92,61007,local
Cement Bonded Bricks/Stone,45,61003,local
Mud Bonded Bricks/Stone,30127,61003,local
Not Stated about House,191,61003,local
Others,8,61003,local
Rcc with Pillar,5,61003,local
Wooden Pillar,92,61003,local
Cement Bonded Bricks/Stone,54,31,district
Mud Bonded Bricks/Stone,22738,31,district
Not Stated about House,172,31,district
Others,12,31,district
Rcc with Pillar,2,31,district
Wooden Pillar,30,31,district
Cement Bonded Bricks/Stone,54,64002,local
Mud Bonded Bricks/Stone,22738,64002,local
Not Stated about House,172,64002,local
Others,12,64002,local
Rcc with Pillar,2,64002,local
Wooden Pillar,30,64002,local
Cement Bonded Bricks/Stone,54,64001,local
Mud Bonded Bricks/Stone,22738,64001,local
Not Stated about House,172,64001,local
Others,12,64001,local
Rcc with Pillar,2,64001,local
Wooden Pillar,30,64001,local
Cement Bonded Bricks/Stone,54,64006,local
Mud Bonded Bricks/Stone,22738,64006,local
Not Stated about House,172,64006,local
Others,12,64006,local
Rcc with Pillar,2,64006,local
Wooden Pillar,30,64006,local
Cement Bonded Bricks/Stone,54,64004,local
Mud Bonded Bricks/Stone,22738,64004,local
Not Stated about House,172,64004,local
Others,12,64004,local
Rcc with Pillar,2,64004,local
Wooden Pillar,30,64004,local
Cement Bonded Bricks/Stone,54,64009,local
Mud Bonded Bricks/Stone,22738,64009,local
Not Stated about House,172,64009,local
Others,12,64009,local
Rcc with Pillar,2,64009,local
Wooden Pillar,30,64009,local
Cement Bonded Bricks/Stone,54,64008,local
Mud Bonded Bricks/Stone,22738,64008,local
Not Stated about House,172,64008,local
Others,12,64008,local
Rcc with Pillar,2,64008,local
Wooden Pillar,30,64008,local
Cement Bonded Bricks/Stone,54,64007,local
Mud Bonded Bricks/Stone,22738,64007,local
Not Stated about House,172,64007,local
Others,12,64007,local
Rcc with Pillar,2,64007,local
Wooden Pillar,30,64007,local
Cement Bonded Bricks/Stone,54,64003,local
Mud Bonded Bricks/Stone,22738,64003,local
Not Stated about House,172,64003,local
Others,12,64003,local
Rcc with Pillar,2,64003,local
Wooden Pillar,30,64003,local
Cement Bonded Bricks/Stone,54,64005,local
Mud Bonded Bricks/Stone,22738,64005,local
Not Stated about House,172,64005,local
Others,12,64005,local
Rcc with Pillar,2,64005,local
Wooden Pillar,30,64005,local
