roof type,total,geo_code,geo_level,geo_version
Mud Roof,11,23,district,2016
Not Stated Roof,396,23,district,2016
Other Type of Roof,329,23,district,2016
RCC Roof,4747,23,district,2016
Thatch/Straw Roof,7073,23,district,2016
Tile/Slate Roof,16801,23,district,2016
Wood/Planks Roof,2927,23,district,2016
Galvanized Iron Plate,1796,36011,local,2016
Mud Roof,0,36011,local,2016
Not Stated Roof,27,36011,local,2016
Other Type of Roof,1,36011,local,2016
RCC Roof,11,36011,local,2016
Thatch/Straw Roof,966,36011,local,2016
Tile/Slate Roof,2829,36011,local,2016
Wood/Planks Roof,199,36011,local,2016
Galvanized Iron Plate,6433,36008,local,2016
Mud Roof,3,36008,local,2016
Not Stated Roof,23,36008,local,2016
Other Type of Roof,6,36008,local,2016
RCC Roof,325,36008,local,2016
Thatch/Straw Roof,1374,36008,local,2016
Tile/Slate Roof,1758,36008,local,2016
Wood/Planks Roof,2,36008,local,2016
Galvanized Iron Plate,2971,36001,local,2016
Mud Roof,1,36001,local,2016
Not Stated Roof,36,36001,local,2016
Other Type of Roof,6,36001,local,2016
RCC Roof,311,36001,local,2016
Thatch/Straw Roof,508,36001,local,2016
Tile/Slate Roof,1454,36001,local,2016
Wood/Planks Roof,327,36001,local,2016
Galvanized Iron Plate,3533,36003,local,2016
Mud Roof,0,36003,local,2016
Not Stated Roof,25,36003,local,2016
Other Type of Roof,4,36003,local,2016
RCC Roof,29,36003,local,2016
Thatch/Straw Roof,399,36003,local,2016
Tile/Slate Roof,1448,36003,local,2016
Wood/Planks Roof,0,36003,local,2016
Galvanized Iron Plate,3732,36006,local,2016
Mud Roof,0,36006,local,2016
Not Stated Roof,28,36006,local,2016
Other Type of Roof,9,36006,local,2016
RCC Roof,19,36006,local,2016
Thatch/Straw Roof,938,36006,local,2016
Tile/Slate Roof,524,36006,local,2016
Wood/Planks Roof,3,36006,local,2016
Galvanized Iron Plate,3193,36010,local,2016
Mud Roof,0,36010,local,2016
Not Stated Roof,50,36010,local,2016
Other Type of Roof,2,36010,local,2016
RCC Roof,43,36010,local,2016
Thatch/Straw Roof,1227,36010,local,2016
Tile/Slate Roof,1379,36010,local,2016
Wood/Planks Roof,2,36010,local,2016
Galvanized Iron Plate,555,36002,local,2016
Mud Roof,1,36002,local,2016
Not Stated Roof,23,36002,local,2016
Other Type of Roof,0,36002,local,2016
RCC Roof,8,36002,local,2016
Thatch/Straw Roof,470,36002,local,2016
Tile/Slate Roof,2474,36002,local,2016
Wood/Planks Roof,87,36002,local,2016
Galvanized Iron Plate,6756,36007,local,2016
Mud Roof,4,36007,local,2016
Not Stated Roof,76,36007,local,2016
Other Type of Roof,208,36007,local,2016
RCC Roof,3764,36007,local,2016
Thatch/Straw Roof,396,36007,local,2016
Tile/Slate Roof,1915,36007,local,2016
Wood/Planks Roof,8,36007,local,2016
Galvanized Iron Plate,97,36004,local,2016
Mud Roof,2,36004,local,2016
Not Stated Roof,22,36004,local,2016
Other Type of Roof,74,36004,local,2016
RCC Roof,5,36004,local,2016
Thatch/Straw Roof,22,36004,local,2016
Tile/Slate Roof,866,36004,local,2016
Wood/Planks Roof,861,36004,local,2016
Galvanized Iron Plate,779,36005,local,2016
Mud Roof,0,36005,local,2016
Not Stated Roof,17,36005,local,2016
Other Type of Roof,17,36005,local,2016
RCC Roof,2,36005,local,2016
Thatch/Straw Roof,47,36005,local,2016
Tile/Slate Roof,828,36005,local,2016
Wood/Planks Roof,1438,36005,local,2016
Galvanized Iron Plate,4329,36009,local,2016
Mud Roof,0,36009,local,2016
Not Stated Roof,69,36009,local,2016
Other Type of Roof,2,36009,local,2016
RCC Roof,230,36009,local,2016
Thatch/Straw Roof,726,36009,local,2016
Tile/Slate Roof,1326,36009,local,2016
Wood/Planks Roof,0,36009,local,2016
Galvanized Iron Plate,10408,03,district,2016
Mud Roof,0,03,district,2016
Not Stated Roof,454,03,district,2016
Other Type of Roof,26,03,district,2016
RCC Roof,3909,03,district,2016
Thatch/Straw Roof,9393,03,district,2016
Tile/Slate Roof,37007,03,district,2016
Wood/Planks Roof,285,03,district,2016
Galvanized Iron Plate,106,45008,local,2016
Mud Roof,0,45008,local,2016
Not Stated Roof,56,45008,local,2016
Other Type of Roof,1,45008,local,2016
RCC Roof,8,45008,local,2016
Thatch/Straw Roof,716,45008,local,2016
Tile/Slate Roof,3844,45008,local,2016
Wood/Planks Roof,162,45008,local,2016
Galvanized Iron Plate,586,45007,local,2016
Mud Roof,0,45007,local,2016
Not Stated Roof,29,45007,local,2016
Other Type of Roof,2,45007,local,2016
RCC Roof,22,45007,local,2016
Thatch/Straw Roof,862,45007,local,2016
Tile/Slate Roof,4623,45007,local,2016
Wood/Planks Roof,4,45007,local,2016
Galvanized Iron Plate,453,45005,local,2016
Mud Roof,0,45005,local,2016
Not Stated Roof,61,45005,local,2016
Other Type of Roof,2,45005,local,2016
RCC Roof,170,45005,local,2016
Thatch/Straw Roof,1037,45005,local,2016
Tile/Slate Roof,5985,45005,local,2016
Wood/Planks Roof,3,45005,local,2016
Galvanized Iron Plate,612,45001,local,2016
Mud Roof,0,45001,local,2016
Not Stated Roof,74,45001,local,2016
Other Type of Roof,11,45001,local,2016
RCC Roof,135,45001,local,2016
Thatch/Straw Roof,1656,45001,local,2016
Tile/Slate Roof,3739,45001,local,2016
Wood/Planks Roof,1,45001,local,2016
Galvanized Iron Plate,6043,45002,local,2016
Mud Roof,0,45002,local,2016
Not Stated Roof,78,45002,local,2016
Other Type of Roof,5,45002,local,2016
RCC Roof,3321,45002,local,2016
Thatch/Straw Roof,721,45002,local,2016
Tile/Slate Roof,5004,45002,local,2016
Wood/Planks Roof,10,45002,local,2016
Galvanized Iron Plate,441,45003,local,2016
Mud Roof,0,45003,local,2016
Not Stated Roof,24,45003,local,2016
Other Type of Roof,1,45003,local,2016
RCC Roof,13,45003,local,2016
Thatch/Straw Roof,1255,45003,local,2016
Tile/Slate Roof,1505,45003,local,2016
Wood/Planks Roof,1,45003,local,2016
Galvanized Iron Plate,27,45009,local,2016
Mud Roof,0,45009,local,2016
Not Stated Roof,17,45009,local,2016
Other Type of Roof,0,45009,local,2016
RCC Roof,2,45009,local,2016
Thatch/Straw Roof,269,45009,local,2016
Tile/Slate Roof,2105,45009,local,2016
Wood/Planks Roof,2,45009,local,2016
Galvanized Iron Plate,665,45004,local,2016
Mud Roof,0,45004,local,2016
Not Stated Roof,64,45004,local,2016
Other Type of Roof,4,45004,local,2016
RCC Roof,186,45004,local,2016
Thatch/Straw Roof,874,45004,local,2016
Tile/Slate Roof,3814,45004,local,2016
Wood/Planks Roof,99,45004,local,2016
Galvanized Iron Plate,16,45010,local,2016
Mud Roof,0,45010,local,2016
Not Stated Roof,11,45010,local,2016
Other Type of Roof,0,45010,local,2016
RCC Roof,0,45010,local,2016
Thatch/Straw Roof,154,45010,local,2016
Tile/Slate Roof,2312,45010,local,2016
Wood/Planks Roof,2,45010,local,2016
Galvanized Iron Plate,1459,45006,local,2016
Mud Roof,0,45006,local,2016
Not Stated Roof,40,45006,local,2016
Other Type of Roof,0,45006,local,2016
RCC Roof,52,45006,local,2016
Thatch/Straw Roof,1849,45006,local,2016
Tile/Slate Roof,4076,45006,local,2016
Wood/Planks Roof,1,45006,local,2016
Galvanized Iron Plate,43682,71,district,2016
Mud Roof,2,71,district,2016
Not Stated Roof,321,71,district,2016
Other Type of Roof,53,71,district,2016
RCC Roof,9316,71,district,2016
Thatch/Straw Roof,12785,71,district,2016
Tile/Slate Roof,2660,71,district,2016
Wood/Planks Roof,37,71,district,2016
Galvanized Iron Plate,2886,39008,local,2016
Mud Roof,0,39008,local,2016
Not Stated Roof,10,39008,local,2016
Other Type of Roof,5,39008,local,2016
RCC Roof,419,39008,local,2016
Thatch/Straw Roof,1591,39008,local,2016
Tile/Slate Roof,56,39008,local,2016
Wood/Planks Roof,5,39008,local,2016
Galvanized Iron Plate,3936,39005,local,2016
Mud Roof,0,39005,local,2016
Not Stated Roof,24,39005,local,2016
Other Type of Roof,8,39005,local,2016
RCC Roof,312,39005,local,2016
Thatch/Straw Roof,1337,39005,local,2016
Tile/Slate Roof,313,39005,local,2016
Wood/Planks Roof,4,39005,local,2016
Galvanized Iron Plate,2323,39009,local,2016
Mud Roof,0,39009,local,2016
Not Stated Roof,12,39009,local,2016
Other Type of Roof,3,39009,local,2016
RCC Roof,382,39009,local,2016
Thatch/Straw Roof,155,39009,local,2016
Tile/Slate Roof,378,39009,local,2016
Wood/Planks Roof,1,39009,local,2016
Galvanized Iron Plate,2874,39001,local,2016
Mud Roof,0,39001,local,2016
Not Stated Roof,5,39001,local,2016
Other Type of Roof,1,39001,local,2016
RCC Roof,119,39001,local,2016
Thatch/Straw Roof,440,39001,local,2016
Tile/Slate Roof,684,39001,local,2016
Wood/Planks Roof,2,39001,local,2016
Galvanized Iron Plate,2540,39004,local,2016
Mud Roof,0,39004,local,2016
Not Stated Roof,23,39004,local,2016
Other Type of Roof,0,39004,local,2016
RCC Roof,82,39004,local,2016
Thatch/Straw Roof,1633,39004,local,2016
Tile/Slate Roof,26,39004,local,2016
Wood/Planks Roof,1,39004,local,2016
Galvanized Iron Plate,4128,39003,local,2016
Mud Roof,2,39003,local,2016
Not Stated Roof,27,39003,local,2016
Other Type of Roof,5,39003,local,2016
RCC Roof,869,39003,local,2016
Thatch/Straw Roof,1008,39003,local,2016
Tile/Slate Roof,44,39003,local,2016
Wood/Planks Roof,0,39003,local,2016
Galvanized Iron Plate,6905,39011,local,2016
Mud Roof,0,39011,local,2016
Not Stated Roof,115,39011,local,2016
Other Type of Roof,6,39011,local,2016
RCC Roof,3198,39011,local,2016
Thatch/Straw Roof,1904,39011,local,2016
Tile/Slate Roof,49,39011,local,2016
Wood/Planks Roof,5,39011,local,2016
Galvanized Iron Plate,5199,39006,local,2016
Mud Roof,0,39006,local,2016
Not Stated Roof,26,39006,local,2016
Other Type of Roof,9,39006,local,2016
RCC Roof,991,39006,local,2016
Thatch/Straw Roof,1983,39006,local,2016
Tile/Slate Roof,65,39006,local,2016
Wood/Planks Roof,2,39006,local,2016
Galvanized Iron Plate,2602,39002,local,2016
Mud Roof,0,39002,local,2016
Not Stated Roof,16,39002,local,2016
Other Type of Roof,2,39002,local,2016
RCC Roof,127,39002,local,2016
Thatch/Straw Roof,611,39002,local,2016
Tile/Slate Roof,579,39002,local,2016
Wood/Planks Roof,1,39002,local,2016
Galvanized Iron Plate,7898,39010,local,2016
Mud Roof,0,39010,local,2016
Not Stated Roof,40,39010,local,2016
Other Type of Roof,14,39010,local,2016
RCC Roof,2762,39010,local,2016
Thatch/Straw Roof,771,39010,local,2016
Tile/Slate Roof,382,39010,local,2016
Wood/Planks Roof,15,39010,local,2016
Galvanized Iron Plate,2391,39007,local,2016
Mud Roof,0,39007,local,2016
Not Stated Roof,23,39007,local,2016
Other Type of Roof,0,39007,local,2016
RCC Roof,55,39007,local,2016
Thatch/Straw Roof,1352,39007,local,2016
Tile/Slate Roof,84,39007,local,2016
Wood/Planks Roof,1,39007,local,2016
Galvanized Iron Plate,39142,47,district,2016
Mud Roof,0,47,district,2016
Not Stated Roof,608,47,district,2016
Other Type of Roof,136,47,district,2016
RCC Roof,12705,47,district,2016
Thatch/Straw Roof,8262,47,district,2016
Tile/Slate Roof,5919,47,district,2016
Wood/Planks Roof,143,47,district,2016
Galvanized Iron Plate,6177,76004,local,2016
Mud Roof,0,76004,local,2016
Not Stated Roof,142,76004,local,2016
Other Type of Roof,35,76004,local,2016
RCC Roof,1670,76004,local,2016
Thatch/Straw Roof,972,76004,local,2016
Tile/Slate Roof,242,76004,local,2016
Wood/Planks Roof,18,76004,local,2016
Galvanized Iron Plate,1827,76002,local,2016
Mud Roof,0,76002,local,2016
Not Stated Roof,12,76002,local,2016
Other Type of Roof,12,76002,local,2016
RCC Roof,31,76002,local,2016
Thatch/Straw Roof,1208,76002,local,2016
Tile/Slate Roof,395,76002,local,2016
Wood/Planks Roof,2,76002,local,2016
Galvanized Iron Plate,8734,76007,local,2016
Mud Roof,0,76007,local,2016
Not Stated Roof,127,76007,local,2016
Other Type of Roof,14,76007,local,2016
RCC Roof,3311,76007,local,2016
Thatch/Straw Roof,1373,76007,local,2016
Tile/Slate Roof,521,76007,local,2016
Wood/Planks Roof,24,76007,local,2016
Galvanized Iron Plate,7199,76008,local,2016
Mud Roof,0,76008,local,2016
Not Stated Roof,78,76008,local,2016
Other Type of Roof,15,76008,local,2016
RCC Roof,1390,76008,local,2016
Thatch/Straw Roof,1402,76008,local,2016
Tile/Slate Roof,1820,76008,local,2016
Wood/Planks Roof,39,76008,local,2016
Galvanized Iron Plate,2681,76001,local,2016
Mud Roof,0,76001,local,2016
Not Stated Roof,43,76001,local,2016
Other Type of Roof,26,76001,local,2016
RCC Roof,1024,76001,local,2016
Thatch/Straw Roof,731,76001,local,2016
Tile/Slate Roof,2382,76001,local,2016
Wood/Planks Roof,29,76001,local,2016
Galvanized Iron Plate,7405,76005,local,2016
Mud Roof,0,76005,local,2016
Not Stated Roof,156,76005,local,2016
Other Type of Roof,32,76005,local,2016
RCC Roof,4982,76005,local,2016
Thatch/Straw Roof,633,76005,local,2016
Tile/Slate Roof,395,76005,local,2016
Wood/Planks Roof,20,76005,local,2016
Galvanized Iron Plate,3491,76006,local,2016
Mud Roof,0,76006,local,2016
Not Stated Roof,42,76006,local,2016
Other Type of Roof,2,76006,local,2016
RCC Roof,282,76006,local,2016
Thatch/Straw Roof,710,76006,local,2016
Tile/Slate Roof,50,76006,local,2016
Wood/Planks Roof,11,76006,local,2016
Galvanized Iron Plate,1628,76003,local,2016
Mud Roof,0,76003,local,2016
Not Stated Roof,8,76003,local,2016
Other Type of Roof,0,76003,local,2016
RCC Roof,15,76003,local,2016
Thatch/Straw Roof,1233,76003,local,2016
Tile/Slate Roof,114,76003,local,2016
Wood/Planks Roof,0,76003,local,2016
Galvanized Iron Plate,3852,46,district,2016
Mud Roof,0,46,district,2016
Not Stated Roof,135,46,district,2016
Other Type of Roof,56,46,district,2016
RCC Roof,1938,46,district,2016
Thatch/Straw Roof,1713,46,district,2016
Tile/Slate Roof,19991,46,district,2016
Wood/Planks Roof,42,46,district,2016
Galvanized Iron Plate,74,43003,local,2016
Mud Roof,0,43003,local,2016
Not Stated Roof,25,43003,local,2016
Other Type of Roof,30,43003,local,2016
RCC Roof,0,43003,local,2016
Thatch/Straw Roof,182,43003,local,2016
Tile/Slate Roof,2911,43003,local,2016
Wood/Planks Roof,7,43003,local,2016
Galvanized Iron Plate,2180,43002,local,2016
Mud Roof,0,43002,local,2016
Not Stated Roof,38,43002,local,2016
Other Type of Roof,8,43002,local,2016
RCC Roof,1798,43002,local,2016
Thatch/Straw Roof,387,43002,local,2016
Tile/Slate Roof,4234,43002,local,2016
Wood/Planks Roof,7,43002,local,2016
Galvanized Iron Plate,165,43004,local,2016
Mud Roof,0,43004,local,2016
Not Stated Roof,18,43004,local,2016
Other Type of Roof,1,43004,local,2016
RCC Roof,57,43004,local,2016
Thatch/Straw Roof,400,43004,local,2016
Tile/Slate Roof,3576,43004,local,2016
Wood/Planks Roof,6,43004,local,2016
Galvanized Iron Plate,737,43001,local,2016
Mud Roof,0,43001,local,2016
Not Stated Roof,24,43001,local,2016
Other Type of Roof,9,43001,local,2016
RCC Roof,33,43001,local,2016
Thatch/Straw Roof,177,43001,local,2016
Tile/Slate Roof,2699,43001,local,2016
Wood/Planks Roof,21,43001,local,2016
Galvanized Iron Plate,189,43005,local,2016
Mud Roof,0,43005,local,2016
Not Stated Roof,11,43005,local,2016
Other Type of Roof,0,43005,local,2016
RCC Roof,32,43005,local,2016
Thatch/Straw Roof,472,43005,local,2016
Tile/Slate Roof,3120,43005,local,2016
Wood/Planks Roof,1,43005,local,2016
Galvanized Iron Plate,507,43006,local,2016
Mud Roof,0,43006,local,2016
Not Stated Roof,19,43006,local,2016
Other Type of Roof,8,43006,local,2016
RCC Roof,18,43006,local,2016
Thatch/Straw Roof,95,43006,local,2016
Tile/Slate Roof,3451,43006,local,2016
Wood/Planks Roof,0,43006,local,2016
Galvanized Iron Plate,26424,39,district,2016
Mud Roof,0,39,district,2016
Not Stated Roof,245,39,district,2016
Other Type of Roof,19,39,district,2016
RCC Roof,6131,39,district,2016
Thatch/Straw Roof,4870,39,district,2016
Tile/Slate Roof,4080,39,district,2016
Wood/Planks Roof,279,39,district,2016
Galvanized Iron Plate,3542,37005,local,2016
Mud Roof,0,37005,local,2016
Not Stated Roof,28,37005,local,2016
Other Type of Roof,0,37005,local,2016
RCC Roof,691,37005,local,2016
Thatch/Straw Roof,1363,37005,local,2016
Tile/Slate Roof,259,37005,local,2016
Wood/Planks Roof,5,37005,local,2016
Galvanized Iron Plate,3501,37007,local,2016
Mud Roof,0,37007,local,2016
Not Stated Roof,38,37007,local,2016
Other Type of Roof,0,37007,local,2016
RCC Roof,106,37007,local,2016
Thatch/Straw Roof,545,37007,local,2016
Tile/Slate Roof,557,37007,local,2016
Wood/Planks Roof,4,37007,local,2016
Galvanized Iron Plate,5801,37001,local,2016
Mud Roof,0,37001,local,2016
Not Stated Roof,74,37001,local,2016
Other Type of Roof,7,37001,local,2016
RCC Roof,3351,37001,local,2016
Thatch/Straw Roof,462,37001,local,2016
Tile/Slate Roof,535,37001,local,2016
Wood/Planks Roof,192,37001,local,2016
Galvanized Iron Plate,3516,37006,local,2016
Mud Roof,0,37006,local,2016
Not Stated Roof,17,37006,local,2016
Other Type of Roof,5,37006,local,2016
RCC Roof,84,37006,local,2016
Thatch/Straw Roof,422,37006,local,2016
Tile/Slate Roof,352,37006,local,2016
Wood/Planks Roof,13,37006,local,2016
Galvanized Iron Plate,4333,37008,local,2016
Mud Roof,0,37008,local,2016
Not Stated Roof,54,37008,local,2016
Other Type of Roof,5,37008,local,2016
RCC Roof,1865,37008,local,2016
Thatch/Straw Roof,854,37008,local,2016
Tile/Slate Roof,85,37008,local,2016
Wood/Planks Roof,3,37008,local,2016
Galvanized Iron Plate,1793,37004,local,2016
Mud Roof,0,37004,local,2016
Not Stated Roof,17,37004,local,2016
Other Type of Roof,1,37004,local,2016
RCC Roof,2,37004,local,2016
Thatch/Straw Roof,203,37004,local,2016
Tile/Slate Roof,436,37004,local,2016
Wood/Planks Roof,0,37004,local,2016
Galvanized Iron Plate,1037,37003,local,2016
Mud Roof,0,37003,local,2016
Not Stated Roof,6,37003,local,2016
Other Type of Roof,0,37003,local,2016
RCC Roof,2,37003,local,2016
Thatch/Straw Roof,376,37003,local,2016
Tile/Slate Roof,1126,37003,local,2016
Wood/Planks Roof,43,37003,local,2016
Galvanized Iron Plate,2901,37002,local,2016
Mud Roof,0,37002,local,2016
Not Stated Roof,11,37002,local,2016
Other Type of Roof,1,37002,local,2016
RCC Roof,30,37002,local,2016
Thatch/Straw Roof,645,37002,local,2016
Tile/Slate Roof,730,37002,local,2016
Wood/Planks Roof,19,37002,local,2016
Galvanized Iron Plate,57138,34,district,2016
Mud Roof,1,34,district,2016
Not Stated Roof,917,34,district,2016
Other Type of Roof,280,34,district,2016
RCC Roof,56381,34,district,2016
Thatch/Straw Roof,3068,34,district,2016
Tile/Slate Roof,7578,34,district,2016
Wood/Planks Roof,96,34,district,2016
Galvanized Iron Plate,2635,40005,local,2016
Mud Roof,0,40005,local,2016
Not Stated Roof,12,40005,local,2016
Other Type of Roof,1,40005,local,2016
RCC Roof,59,40005,local,2016
Thatch/Straw Roof,952,40005,local,2016
Tile/Slate Roof,120,40005,local,2016
Wood/Planks Roof,1,40005,local,2016
Galvanized Iron Plate,2618,40001,local,2016
Mud Roof,0,40001,local,2016
Not Stated Roof,28,40001,local,2016
Other Type of Roof,14,40001,local,2016
RCC Roof,333,40001,local,2016
Thatch/Straw Roof,269,40001,local,2016
Tile/Slate Roof,2749,40001,local,2016
Wood/Planks Roof,18,40001,local,2016
Galvanized Iron Plate,3034,40003,local,2016
Mud Roof,0,40003,local,2016
Not Stated Roof,14,40003,local,2016
Other Type of Roof,3,40003,local,2016
RCC Roof,16,40003,local,2016
Thatch/Straw Roof,612,40003,local,2016
Tile/Slate Roof,828,40003,local,2016
Wood/Planks Roof,1,40003,local,2016
Galvanized Iron Plate,3116,40002,local,2016
Mud Roof,0,40002,local,2016
Not Stated Roof,38,40002,local,2016
Other Type of Roof,28,40002,local,2016
RCC Roof,178,40002,local,2016
Thatch/Straw Roof,127,40002,local,2016
Tile/Slate Roof,2024,40002,local,2016
Wood/Planks Roof,1,40002,local,2016
Galvanized Iron Plate,45735,40004,local,2016
Mud Roof,1,40004,local,2016
Not Stated Roof,825,40004,local,2016
Other Type of Roof,234,40004,local,2016
RCC Roof,55795,40004,local,2016
Thatch/Straw Roof,1108,40004,local,2016
Tile/Slate Roof,1857,40004,local,2016
Wood/Planks Roof,75,40004,local,2016
Galvanized Iron Plate,448,42,district,2016
Mud Roof,703,42,district,2016
Not Stated Roof,7,42,district,2016
Other Type of Roof,1,42,district,2016
RCC Roof,10,42,district,2016
Thatch/Straw Roof,4,42,district,2016
Tile/Slate Roof,36,42,district,2016
Wood/Planks Roof,239,42,district,2016
Galvanized Iron Plate,238,41003,local,2016
Mud Roof,121,41003,local,2016
Not Stated Roof,3,41003,local,2016
Other Type of Roof,0,41003,local,2016
RCC Roof,9,41003,local,2016
Thatch/Straw Roof,2,41003,local,2016
