main type of cooking fuel,total,geo_code,geo_level,geo_version
OthersFuel,1,73006,local,2016
Wood/FireWood,4101,73006,local,2016
Bio-Gas Fuel,4,73005,local,2016
Cow Dung,2,73005,local,2016
Electricity Fuel,1,73005,local,2016
KeroseneFuel,0,73005,local,2016
LP Gas,8,73005,local,2016
Not Stated about Fuel,4,73005,local,2016
OthersFuel,0,73005,local,2016
Wood/FireWood,3051,73005,local,2016
Bio-Gas Fuel,7,73007,local,2016
Cow Dung,12,73007,local,2016
Electricity Fuel,2,73007,local,2016
KeroseneFuel,6,73007,local,2016
LP Gas,5,73007,local,2016
Not Stated about Fuel,32,73007,local,2016
OthersFuel,2,73007,local,2016
Wood/FireWood,5924,73007,local,2016
Bio-Gas Fuel,9,73002,local,2016
Cow Dung,4,73002,local,2016
Electricity Fuel,0,73002,local,2016
KeroseneFuel,6,73002,local,2016
LP Gas,2,73002,local,2016
Not Stated about Fuel,8,73002,local,2016
OthersFuel,1,73002,local,2016
Wood/FireWood,3250,73002,local,2016
Bio-Gas Fuel,0,73001,local,2016
Cow Dung,0,73001,local,2016
Electricity Fuel,2,73001,local,2016
KeroseneFuel,6,73001,local,2016
LP Gas,3,73001,local,2016
Not Stated about Fuel,28,73001,local,2016
OthersFuel,1,73001,local,2016
Wood/FireWood,3271,73001,local,2016
Bio-Gas Fuel,5,73004,local,2016
Cow Dung,6,73004,local,2016
Electricity Fuel,0,73004,local,2016
KeroseneFuel,6,73004,local,2016
LP Gas,3,73004,local,2016
Not Stated about Fuel,25,73004,local,2016
OthersFuel,3,73004,local,2016
Wood/FireWood,2414,73004,local,2016
Bio-Gas Fuel,6,73003,local,2016
Cow Dung,2,73003,local,2016
Electricity Fuel,6,73003,local,2016
KeroseneFuel,24,73003,local,2016
LP Gas,691,73003,local,2016
Not Stated about Fuel,19,73003,local,2016
OthersFuel,40,73003,local,2016
Wood/FireWood,3990,73003,local,2016
Bio-Gas Fuel,42,06,district,2016
Cow Dung,2,06,district,2016
Electricity Fuel,3,06,district,2016
KeroseneFuel,13,06,district,2016
LP Gas,6,06,district,2016
Not Stated about Fuel,199,06,district,2016
OthersFuel,1,06,district,2016
Wood/FireWood,24622,06,district,2016
Bio-Gas Fuel,15,67002,local,2016
Cow Dung,0,67002,local,2016
Electricity Fuel,0,67002,local,2016
KeroseneFuel,3,67002,local,2016
LP Gas,4,67002,local,2016
Not Stated about Fuel,47,67002,local,2016
OthersFuel,0,67002,local,2016
Wood/FireWood,4208,67002,local,2016
Bio-Gas Fuel,3,67006,local,2016
Cow Dung,0,67006,local,2016
Electricity Fuel,0,67006,local,2016
KeroseneFuel,0,67006,local,2016
LP Gas,0,67006,local,2016
Not Stated about Fuel,28,67006,local,2016
OthersFuel,0,67006,local,2016
Wood/FireWood,1691,67006,local,2016
Bio-Gas Fuel,6,67009,local,2016
Cow Dung,0,67009,local,2016
Electricity Fuel,0,67009,local,2016
KeroseneFuel,0,67009,local,2016
LP Gas,0,67009,local,2016
Not Stated about Fuel,12,67009,local,2016
OthersFuel,0,67009,local,2016
Wood/FireWood,3332,67009,local,2016
Bio-Gas Fuel,1,67007,local,2016
Cow Dung,0,67007,local,2016
Electricity Fuel,0,67007,local,2016
KeroseneFuel,1,67007,local,2016
LP Gas,0,67007,local,2016
Not Stated about Fuel,4,67007,local,2016
OthersFuel,0,67007,local,2016
Wood/FireWood,1678,67007,local,2016
Bio-Gas Fuel,6,67008,local,2016
Cow Dung,0,67008,local,2016
Electricity Fuel,0,67008,local,2016
KeroseneFuel,2,67008,local,2016
LP Gas,1,67008,local,2016
Not Stated about Fuel,23,67008,local,2016
OthersFuel,0,67008,local,2016
Wood/FireWood,2191,67008,local,2016
Bio-Gas Fuel,0,67003,local,2016
Cow Dung,1,67003,local,2016
Electricity Fuel,0,67003,local,2016
KeroseneFuel,6,67003,local,2016
LP Gas,0,67003,local,2016
Not Stated about Fuel,18,67003,local,2016
OthersFuel,1,67003,local,2016
Wood/FireWood,3426,67003,local,2016
Bio-Gas Fuel,0,67005,local,2016
Cow Dung,0,67005,local,2016
Electricity Fuel,0,67005,local,2016
KeroseneFuel,0,67005,local,2016
LP Gas,0,67005,local,2016
Not Stated about Fuel,6,67005,local,2016
OthersFuel,0,67005,local,2016
Wood/FireWood,1554,67005,local,2016
Bio-Gas Fuel,8,67004,local,2016
Cow Dung,1,67004,local,2016
Electricity Fuel,0,67004,local,2016
KeroseneFuel,1,67004,local,2016
LP Gas,1,67004,local,2016
Not Stated about Fuel,42,67004,local,2016
OthersFuel,0,67004,local,2016
Wood/FireWood,3121,67004,local,2016
Bio-Gas Fuel,3,67001,local,2016
Cow Dung,0,67001,local,2016
Electricity Fuel,3,67001,local,2016
KeroseneFuel,0,67001,local,2016
LP Gas,0,67001,local,2016
Not Stated about Fuel,19,67001,local,2016
OthersFuel,0,67001,local,2016
Wood/FireWood,3421,67001,local,2016
Bio-Gas Fuel,8309,30,district,2016
Cow Dung,308,30,district,2016
Electricity Fuel,45,30,district,2016
KeroseneFuel,679,30,district,2016
LP Gas,9687,30,district,2016
Not Stated about Fuel,769,30,district,2016
OthersFuel,272,30,district,2016
Wood/FireWood,122344,30,district,2016
Bio-Gas Fuel,1252,71004,local,2016
Cow Dung,84,71004,local,2016
Electricity Fuel,7,71004,local,2016
KeroseneFuel,189,71004,local,2016
LP Gas,7010,71004,local,2016
Not Stated about Fuel,145,71004,local,2016
OthersFuel,215,71004,local,2016
Wood/FireWood,20241,71004,local,2016
Bio-Gas Fuel,4,71012,local,2016
Cow Dung,1,71012,local,2016
Electricity Fuel,0,71012,local,2016
KeroseneFuel,3,71012,local,2016
LP Gas,1,71012,local,2016
Not Stated about Fuel,23,71012,local,2016
OthersFuel,0,71012,local,2016
Wood/FireWood,3937,71012,local,2016
Bio-Gas Fuel,1002,71009,local,2016
Cow Dung,9,71009,local,2016
Electricity Fuel,1,71009,local,2016
KeroseneFuel,36,71009,local,2016
LP Gas,46,71009,local,2016
Not Stated about Fuel,33,71009,local,2016
OthersFuel,1,71009,local,2016
Wood/FireWood,5264,71009,local,2016
Bio-Gas Fuel,794,71013,local,2016
Cow Dung,18,71013,local,2016
Electricity Fuel,10,71013,local,2016
KeroseneFuel,41,71013,local,2016
LP Gas,954,71013,local,2016
Not Stated about Fuel,88,71013,local,2016
OthersFuel,16,71013,local,2016
Wood/FireWood,13435,71013,local,2016
Bio-Gas Fuel,262,71001,local,2016
Cow Dung,4,71001,local,2016
Electricity Fuel,0,71001,local,2016
KeroseneFuel,8,71001,local,2016
LP Gas,119,71001,local,2016
Not Stated about Fuel,23,71001,local,2016
OthersFuel,2,71001,local,2016
Wood/FireWood,5285,71001,local,2016
Bio-Gas Fuel,902,71007,local,2016
Cow Dung,13,71007,local,2016
Electricity Fuel,9,71007,local,2016
KeroseneFuel,83,71007,local,2016
LP Gas,820,71007,local,2016
Not Stated about Fuel,90,71007,local,2016
OthersFuel,7,71007,local,2016
Wood/FireWood,12991,71007,local,2016
Bio-Gas Fuel,679,71011,local,2016
Cow Dung,11,71011,local,2016
Electricity Fuel,10,71011,local,2016
KeroseneFuel,16,71011,local,2016
LP Gas,366,71011,local,2016
Not Stated about Fuel,78,71011,local,2016
OthersFuel,11,71011,local,2016
Wood/FireWood,13586,71011,local,2016
Bio-Gas Fuel,448,71002,local,2016
Cow Dung,26,71002,local,2016
Electricity Fuel,0,71002,local,2016
KeroseneFuel,53,71002,local,2016
LP Gas,47,71002,local,2016
Not Stated about Fuel,49,71002,local,2016
OthersFuel,4,71002,local,2016
Wood/FireWood,8090,71002,local,2016
Bio-Gas Fuel,14,71003,local,2016
Cow Dung,9,71003,local,2016
Electricity Fuel,2,71003,local,2016
KeroseneFuel,0,71003,local,2016
LP Gas,12,71003,local,2016
Not Stated about Fuel,20,71003,local,2016
OthersFuel,0,71003,local,2016
Wood/FireWood,3305,71003,local,2016
Bio-Gas Fuel,528,71006,local,2016
Cow Dung,42,71006,local,2016
Electricity Fuel,1,71006,local,2016
KeroseneFuel,96,71006,local,2016
LP Gas,196,71006,local,2016
Not Stated about Fuel,78,71006,local,2016
OthersFuel,3,71006,local,2016
Wood/FireWood,12230,71006,local,2016
Bio-Gas Fuel,436,71005,local,2016
Cow Dung,27,71005,local,2016
Electricity Fuel,4,71005,local,2016
KeroseneFuel,41,71005,local,2016
LP Gas,69,71005,local,2016
Not Stated about Fuel,51,71005,local,2016
OthersFuel,5,71005,local,2016
Wood/FireWood,9439,71005,local,2016
Bio-Gas Fuel,1100,71010,local,2016
Cow Dung,51,71010,local,2016
Electricity Fuel,0,71010,local,2016
KeroseneFuel,82,71010,local,2016
LP Gas,20,71010,local,2016
Not Stated about Fuel,52,71010,local,2016
OthersFuel,5,71010,local,2016
Wood/FireWood,6492,71010,local,2016
Bio-Gas Fuel,888,71008,local,2016
Cow Dung,13,71008,local,2016
Electricity Fuel,1,71008,local,2016
KeroseneFuel,31,71008,local,2016
LP Gas,27,71008,local,2016
Not Stated about Fuel,39,71008,local,2016
OthersFuel,3,71008,local,2016
Wood/FireWood,8049,71008,local,2016
Bio-Gas Fuel,55,22,district,2016
Cow Dung,33,22,district,2016
Electricity Fuel,6,22,district,2016
KeroseneFuel,206,22,district,2016
LP Gas,1131,22,district,2016
Not Stated about Fuel,173,22,district,2016
OthersFuel,59,22,district,2016
Wood/FireWood,39720,22,district,2016
Bio-Gas Fuel,2,70007,local,2016
Cow Dung,0,70007,local,2016
Electricity Fuel,0,70007,local,2016
KeroseneFuel,14,70007,local,2016
LP Gas,12,70007,local,2016
Not Stated about Fuel,36,70007,local,2016
OthersFuel,0,70007,local,2016
Wood/FireWood,4772,70007,local,2016
Bio-Gas Fuel,10,70004,local,2016
Cow Dung,6,70004,local,2016
Electricity Fuel,6,70004,local,2016
KeroseneFuel,149,70004,local,2016
LP Gas,1057,70004,local,2016
Not Stated about Fuel,28,70004,local,2016
OthersFuel,50,70004,local,2016
Wood/FireWood,6141,70004,local,2016
Bio-Gas Fuel,5,70001,local,2016
Cow Dung,5,70001,local,2016
Electricity Fuel,0,70001,local,2016
KeroseneFuel,5,70001,local,2016
LP Gas,2,70001,local,2016
Not Stated about Fuel,30,70001,local,2016
OthersFuel,0,70001,local,2016
Wood/FireWood,4700,70001,local,2016
Bio-Gas Fuel,3,70002,local,2016
Cow Dung,2,70002,local,2016
Electricity Fuel,0,70002,local,2016
KeroseneFuel,0,70002,local,2016
LP Gas,4,70002,local,2016
Not Stated about Fuel,5,70002,local,2016
OthersFuel,0,70002,local,2016
Wood/FireWood,2705,70002,local,2016
Bio-Gas Fuel,0,70006,local,2016
Cow Dung,1,70006,local,2016
Electricity Fuel,0,70006,local,2016
KeroseneFuel,4,70006,local,2016
LP Gas,4,70006,local,2016
Not Stated about Fuel,17,70006,local,2016
OthersFuel,3,70006,local,2016
Wood/FireWood,4230,70006,local,2016
Bio-Gas Fuel,2,70008,local,2016
Cow Dung,3,70008,local,2016
Electricity Fuel,0,70008,local,2016
KeroseneFuel,4,70008,local,2016
LP Gas,0,70008,local,2016
Not Stated about Fuel,24,70008,local,2016
OthersFuel,0,70008,local,2016
Wood/FireWood,3739,70008,local,2016
Bio-Gas Fuel,3,70003,local,2016
Cow Dung,1,70003,local,2016
Electricity Fuel,0,70003,local,2016
KeroseneFuel,6,70003,local,2016
LP Gas,0,70003,local,2016
Not Stated about Fuel,13,70003,local,2016
OthersFuel,1,70003,local,2016
Wood/FireWood,3106,70003,local,2016
Bio-Gas Fuel,24,70009,local,2016
Cow Dung,5,70009,local,2016
Electricity Fuel,0,70009,local,2016
KeroseneFuel,18,70009,local,2016
LP Gas,21,70009,local,2016
Not Stated about Fuel,12,70009,local,2016
OthersFuel,3,70009,local,2016
Wood/FireWood,6582,70009,local,2016
Bio-Gas Fuel,6,70005,local,2016
Cow Dung,10,70005,local,2016
Electricity Fuel,0,70005,local,2016
KeroseneFuel,6,70005,local,2016
LP Gas,31,70005,local,2016
Not Stated about Fuel,8,70005,local,2016
OthersFuel,2,70005,local,2016
Wood/FireWood,3745,70005,local,2016
Bio-Gas Fuel,83,01,district,2016
Cow Dung,82,01,district,2016
Electricity Fuel,2,01,district,2016
KeroseneFuel,74,01,district,2016
LP Gas,194,01,district,2016
Not Stated about Fuel,282,01,district,2016
OthersFuel,116,01,district,2016
Wood/FireWood,47485,01,district,2016
Bio-Gas Fuel,5,69006,local,2016
Cow Dung,5,69006,local,2016
Electricity Fuel,0,69006,local,2016
KeroseneFuel,6,69006,local,2016
LP Gas,0,69006,local,2016
Not Stated about Fuel,42,69006,local,2016
OthersFuel,0,69006,local,2016
Wood/FireWood,4302,69006,local,2016
Bio-Gas Fuel,16,69004,local,2016
Cow Dung,12,69004,local,2016
Electricity Fuel,0,69004,local,2016
KeroseneFuel,4,69004,local,2016
LP Gas,2,69004,local,2016
Not Stated about Fuel,42,69004,local,2016
OthersFuel,0,69004,local,2016
Wood/FireWood,4406,69004,local,2016
Bio-Gas Fuel,3,69010,local,2016
Cow Dung,6,69010,local,2016
Electricity Fuel,0,69010,local,2016
KeroseneFuel,3,69010,local,2016
LP Gas,0,69010,local,2016
Not Stated about Fuel,21,69010,local,2016
OthersFuel,3,69010,local,2016
Wood/FireWood,4539,69010,local,2016
Bio-Gas Fuel,8,69005,local,2016
Cow Dung,18,69005,local,2016
Electricity Fuel,1,69005,local,2016
KeroseneFuel,31,69005,local,2016
LP Gas,91,69005,local,2016
Not Stated about Fuel,20,69005,local,2016
OthersFuel,88,69005,local,2016
Wood/FireWood,6347,69005,local,2016
Bio-Gas Fuel,6,69008,local,2016
Cow Dung,2,69008,local,2016
Electricity Fuel,0,69008,local,2016
KeroseneFuel,0,69008,local,2016
LP Gas,0,69008,local,2016
Not Stated about Fuel,20,69008,local,2016
OthersFuel,0,69008,local,2016
Wood/FireWood,4329,69008,local,2016
Bio-Gas Fuel,10,69001,local,2016
Cow Dung,6,69001,local,2016
Electricity Fuel,0,69001,local,2016
KeroseneFuel,1,69001,local,2016
LP Gas,4,69001,local,2016
Not Stated about Fuel,6,69001,local,2016
OthersFuel,3,69001,local,2016
Wood/FireWood,3343,69001,local,2016
Bio-Gas Fuel,8,69003,local,2016
Cow Dung,8,69003,local,2016
Electricity Fuel,0,69003,local,2016
KeroseneFuel,1,69003,local,2016
LP Gas,1,69003,local,2016
Not Stated about Fuel,31,69003,local,2016
OthersFuel,0,69003,local,2016
Wood/FireWood,3746,69003,local,2016
Bio-Gas Fuel,7,69009,local,2016
Cow Dung,8,69009,local,2016
Electricity Fuel,1,69009,local,2016
KeroseneFuel,23,69009,local,2016
LP Gas,85,69009,local,2016
Not Stated about Fuel,48,69009,local,2016
OthersFuel,14,69009,local,2016
Wood/FireWood,6507,69009,local,2016
Bio-Gas Fuel,7,69007,local,2016
Cow Dung,9,69007,local,2016
Electricity Fuel,0,69007,local,2016
KeroseneFuel,3,69007,local,2016
LP Gas,3,69007,local,2016
Not Stated about Fuel,32,69007,local,2016
OthersFuel,1,69007,local,2016
Wood/FireWood,4911,69007,local,2016
Bio-Gas Fuel,13,69002,local,2016
Cow Dung,8,69002,local,2016
Electricity Fuel,0,69002,local,2016
KeroseneFuel,2,69002,local,2016
LP Gas,8,69002,local,2016
Not Stated about Fuel,20,69002,local,2016
OthersFuel,7,69002,local,2016
Wood/FireWood,5055,69002,local,2016
Bio-Gas Fuel,50,05,district,2016
Cow Dung,5,05,district,2016
Electricity Fuel,1,05,district,2016
KeroseneFuel,57,05,district,2016
LP Gas,121,05,district,2016
Not Stated about Fuel,320,05,district,2016
OthersFuel,10,05,district,2016
Wood/FireWood,33209,05,district,2016
Bio-Gas Fuel,0,68011,local,2016
Cow Dung,0,68011,local,2016
Electricity Fuel,0,68011,local,2016
KeroseneFuel,1,68011,local,2016
LP Gas,1,68011,local,2016
Not Stated about Fuel,27,68011,local,2016
OthersFuel,0,68011,local,2016
Wood/FireWood,1971,68011,local,2016
Bio-Gas Fuel,5,68007,local,2016
Cow Dung,0,68007,local,2016
Electricity Fuel,0,68007,local,2016
KeroseneFuel,5,68007,local,2016
LP Gas,8,68007,local,2016
Not Stated about Fuel,13,68007,local,2016
OthersFuel,5,68007,local,2016
Wood/FireWood,3550,68007,local,2016
Bio-Gas Fuel,0,68010,local,2016
Cow Dung,0,68010,local,2016
Electricity Fuel,0,68010,local,2016
KeroseneFuel,2,68010,local,2016
LP Gas,0,68010,local,2016
Not Stated about Fuel,4,68010,local,2016
OthersFuel,0,68010,local,2016
Wood/FireWood,1412,68010,local,2016
Bio-Gas Fuel,13,68012,local,2016
Cow Dung,1,68012,local,2016
Electricity Fuel,0,68012,local,2016
KeroseneFuel,9,68012,local,2016
LP Gas,0,68012,local,2016
Not Stated about Fuel,62,68012,local,2016
OthersFuel,0,68012,local,2016
Wood/FireWood,3126,68012,local,2016
Bio-Gas Fuel,17,68002,local,2016
Cow Dung,3,68002,local,2016
Electricity Fuel,0,68002,local,2016
KeroseneFuel,8,68002,local,2016
LP Gas,4,68002,local,2016
Not Stated about Fuel,83,68002,local,2016
OthersFuel,2,68002,local,2016
Wood/FireWood,5363,68002,local,2016
Bio-Gas Fuel,4,68001,local,2016
Cow Dung,0,68001,local,2016
Electricity Fuel,0,68001,local,2016
KeroseneFuel,5,68001,local,2016
LP Gas,6,68001,local,2016
Not Stated about Fuel,14,68001,local,2016
OthersFuel,0,68001,local,2016
Wood/FireWood,2710,68001,local,2016
Bio-Gas Fuel,1,68004,local,2016
Cow Dung,0,68004,local,2016
Electricity Fuel,0,68004,local,2016
KeroseneFuel,10,68004,local,2016
LP Gas,0,68004,local,2016
Not Stated about Fuel,32,68004,local,2016
OthersFuel,0,68004,local,2016
Wood/FireWood,2404,68004,local,2016
Bio-Gas Fuel,5,68005,local,2016
Cow Dung,0,68005,local,2016
Electricity Fuel,0,68005,local,2016
KeroseneFuel,11,68005,local,2016
LP Gas,101,68005,local,2016
Not Stated about Fuel,35,68005,local,2016
OthersFuel,3,68005,local,2016
Wood/FireWood,3860,68005,local,2016
Bio-Gas Fuel,1,68009,local,2016
Cow Dung,0,68009,local,2016
Electricity Fuel,0,68009,local,2016
KeroseneFuel,0,68009,local,2016
LP Gas,0,68009,local,2016
Not Stated about Fuel,13,68009,local,2016
OthersFuel,0,68009,local,2016
Wood/FireWood,2442,68009,local,2016
Bio-Gas Fuel,0,68003,local,2016
Cow Dung,0,68003,local,2016
Electricity Fuel,0,68003,local,2016
KeroseneFuel,2,68003,local,2016
LP Gas,0,68003,local,2016
Not Stated about Fuel,22,68003,local,2016
OthersFuel,0,68003,local,2016
Wood/FireWood,2929,68003,local,2016
Bio-Gas Fuel,4,68006,local,2016
Cow Dung,1,68006,local,2016
Electricity Fuel,0,68006,local,2016
KeroseneFuel,0,68006,local,2016
LP Gas,0,68006,local,2016
Not Stated about Fuel,3,68006,local,2016
OthersFuel,0,68006,local,2016
Wood/FireWood,355,68006,local,2016
Bio-Gas Fuel,0,68008,local,2016
Cow Dung,0,68008,local,2016
Electricity Fuel,1,68008,local,2016
KeroseneFuel,4,68008,local,2016
LP Gas,1,68008,local,2016
Not Stated about Fuel,12,68008,local,2016
OthersFuel,0,68008,local,2016
Wood/FireWood,3087,68008,local,2016
Bio-Gas Fuel,6939,32,district,2016
Cow Dung,257,32,district,2016
Electricity Fuel,14,32,district,2016
KeroseneFuel,467,32,district,2016
LP Gas,6353,32,district,2016
Not Stated about Fuel,586,32,district,2016
OthersFuel,149,32,district,2016
Wood/FireWood,67369,32,district,2016
Bio-Gas Fuel,882,72007,local,2016
Cow Dung,12,72007,local,2016
Electricity Fuel,1,72007,local,2016
KeroseneFuel,67,72007,local,2016
LP Gas,71,72007,local,2016
Not Stated about Fuel,47,72007,local,2016
OthersFuel,2,72007,local,2016
Wood/FireWood,6310,72007,local,2016
Bio-Gas Fuel,320,72005,local,2016
Cow Dung,8,72005,local,2016
Electricity Fuel,0,72005,local,2016
KeroseneFuel,31,72005,local,2016
LP Gas,45,72005,local,2016
Not Stated about Fuel,48,72005,local,2016
OthersFuel,1,72005,local,2016
Wood/FireWood,9563,72005,local,2016
Bio-Gas Fuel,782,72001,local,2016
Cow Dung,52,72001,local,2016
Electricity Fuel,0,72001,local,2016
KeroseneFuel,42,72001,local,2016
LP Gas,395,72001,local,2016
Not Stated about Fuel,26,72001,local,2016
OthersFuel,23,72001,local,2016
Wood/FireWood,7899,72001,local,2016
Bio-Gas Fuel,362,72009,local,2016
Cow Dung,11,72009,local,2016
Electricity Fuel,1,72009,local,2016
KeroseneFuel,40,72009,local,2016
LP Gas,156,72009,local,2016
Not Stated about Fuel,32,72009,local,2016
OthersFuel,2,72009,local,2016
Wood/FireWood,8253,72009,local,2016
Bio-Gas Fuel,634,72002,local,2016
Cow Dung,93,72002,local,2016
Electricity Fuel,0,72002,local,2016
KeroseneFuel,31,72002,local,2016
LP Gas,237,72002,local,2016
Not Stated about Fuel,82,72002,local,2016
OthersFuel,30,72002,local,2016
Wood/FireWood,7550,72002,local,2016
Bio-Gas Fuel,69,72006,local,2016
Cow Dung,4,72006,local,2016
Electricity Fuel,1,72006,local,2016
KeroseneFuel,13,72006,local,2016
LP Gas,5,72006,local,2016
Not Stated about Fuel,27,72006,local,2016
OthersFuel,0,72006,local,2016
Wood/FireWood,3521,72006,local,2016
Bio-Gas Fuel,682,72008,local,2016
Cow Dung,13,72008,local,2016
Electricity Fuel,0,72008,local,2016
KeroseneFuel,37,72008,local,2016
LP Gas,373,72008,local,2016
Not Stated about Fuel,79,72008,local,2016
OthersFuel,36,72008,local,2016
Wood/FireWood,8689,72008,local,2016
Bio-Gas Fuel,288,72003,local,2016
Cow Dung,31,72003,local,2016
Electricity Fuel,0,72003,local,2016
KeroseneFuel,58,72003,local,2016
LP Gas,12,72003,local,2016
Not Stated about Fuel,25,72003,local,2016
OthersFuel,0,72003,local,2016
Wood/FireWood,3346,72003,local,2016
Bio-Gas Fuel,2920,72004,local,2016
Cow Dung,33,72004,local,2016
Electricity Fuel,11,72004,local,2016
KeroseneFuel,148,72004,local,2016
LP Gas,5059,72004,local,2016
Not Stated about Fuel,220,72004,local,2016
OthersFuel,55,72004,local,2016
Wood/FireWood,12238,72004,local,2016
Bio-Gas Fuel,30752,1,province,2016
Cow Dung,117127,1,province,2016
Electricity Fuel,1496,1,province,2016
KeroseneFuel,8948,1,province,2016
LP Gas,157904,1,province,2016
Not Stated about Fuel,4138,1,province,2016
OthersFuel,6432,1,province,2016
Wood/FireWood,664953,1,province,2016
Bio-Gas Fuel,2988,69,district,2016
Cow Dung,50288,69,district,2016
Electricity Fuel,137,69,district,2016
KeroseneFuel,1936,69,district,2016
LP Gas,46982,69,district,2016
Not Stated about Fuel,842,69,district,2016
OthersFuel,1128,69,district,2016
