outer wall type,total,geo_code,geo_level
Not Stated about Wall,1606,43,district
Other Type Wall,1537,43,district
Unbaked Bricks,206,43,district
Wood/Planks,20967,43,district
BambooWall,118224,5015,local
Cement Bonded Bricks/Stone Wall,64984,5015,local
Mud Bonded Bricks/Stone Wall,6346,5015,local
Not Stated about Wall,1606,5015,local
Other Type Wall,1537,5015,local
Unbaked Bricks,206,5015,local
Wood/Planks,20967,5015,local
BambooWall,118224,5010,local
Cement Bonded Bricks/Stone Wall,64984,5010,local
Mud Bonded Bricks/Stone Wall,6346,5010,local
Not Stated about Wall,1606,5010,local
Other Type Wall,1537,5010,local
Unbaked Bricks,206,5010,local
Wood/Planks,20967,5010,local
BambooWall,118224,5014,local
Cement Bonded Bricks/Stone Wall,64984,5014,local
Mud Bonded Bricks/Stone Wall,6346,5014,local
Not Stated about Wall,1606,5014,local
Other Type Wall,1537,5014,local
Unbaked Bricks,206,5014,local
Wood/Planks,20967,5014,local
BambooWall,118224,5003,local
Cement Bonded Bricks/Stone Wall,64984,5003,local
Mud Bonded Bricks/Stone Wall,6346,5003,local
Not Stated about Wall,1606,5003,local
Other Type Wall,1537,5003,local
Unbaked Bricks,206,5003,local
Wood/Planks,20967,5003,local
BambooWall,118224,5017,local
Cement Bonded Bricks/Stone Wall,64984,5017,local
Mud Bonded Bricks/Stone Wall,6346,5017,local
Not Stated about Wall,1606,5017,local
Other Type Wall,1537,5017,local
Unbaked Bricks,206,5017,local
Wood/Planks,20967,5017,local
BambooWall,118224,5016,local
Cement Bonded Bricks/Stone Wall,64984,5016,local
Mud Bonded Bricks/Stone Wall,6346,5016,local
Not Stated about Wall,1606,5016,local
Other Type Wall,1537,5016,local
Unbaked Bricks,206,5016,local
Wood/Planks,20967,5016,local
BambooWall,118224,5007,local
Cement Bonded Bricks/Stone Wall,64984,5007,local
Mud Bonded Bricks/Stone Wall,6346,5007,local
Not Stated about Wall,1606,5007,local
Other Type Wall,1537,5007,local
Unbaked Bricks,206,5007,local
Wood/Planks,20967,5007,local
BambooWall,118224,5001,local
Cement Bonded Bricks/Stone Wall,64984,5001,local
Mud Bonded Bricks/Stone Wall,6346,5001,local
Not Stated about Wall,1606,5001,local
Other Type Wall,1537,5001,local
Unbaked Bricks,206,5001,local
Wood/Planks,20967,5001,local
BambooWall,118224,5012,local
Cement Bonded Bricks/Stone Wall,64984,5012,local
Mud Bonded Bricks/Stone Wall,6346,5012,local
Not Stated about Wall,1606,5012,local
Other Type Wall,1537,5012,local
Unbaked Bricks,206,5012,local
Wood/Planks,20967,5012,local
BambooWall,118224,5011,local
Cement Bonded Bricks/Stone Wall,64984,5011,local
Mud Bonded Bricks/Stone Wall,6346,5011,local
Not Stated about Wall,1606,5011,local
Other Type Wall,1537,5011,local
Unbaked Bricks,206,5011,local
Wood/Planks,20967,5011,local
BambooWall,118224,5005,local
Cement Bonded Bricks/Stone Wall,64984,5005,local
Mud Bonded Bricks/Stone Wall,6346,5005,local
Not Stated about Wall,1606,5005,local
Other Type Wall,1537,5005,local
Unbaked Bricks,206,5005,local
Wood/Planks,20967,5005,local
BambooWall,118224,5013,local
Cement Bonded Bricks/Stone Wall,64984,5013,local
Mud Bonded Bricks/Stone Wall,6346,5013,local
Not Stated about Wall,1606,5013,local
Other Type Wall,1537,5013,local
Unbaked Bricks,206,5013,local
Wood/Planks,20967,5013,local
BambooWall,118224,5008,local
Cement Bonded Bricks/Stone Wall,64984,5008,local
Mud Bonded Bricks/Stone Wall,6346,5008,local
Not Stated about Wall,1606,5008,local
Other Type Wall,1537,5008,local
Unbaked Bricks,206,5008,local
Wood/Planks,20967,5008,local
BambooWall,118224,5004,local
Cement Bonded Bricks/Stone Wall,64984,5004,local
Mud Bonded Bricks/Stone Wall,6346,5004,local
Not Stated about Wall,1606,5004,local
Other Type Wall,1537,5004,local
Unbaked Bricks,206,5004,local
Wood/Planks,20967,5004,local
BambooWall,118224,5006,local
Cement Bonded Bricks/Stone Wall,64984,5006,local
Mud Bonded Bricks/Stone Wall,6346,5006,local
Not Stated about Wall,1606,5006,local
Other Type Wall,1537,5006,local
Unbaked Bricks,206,5006,local
Wood/Planks,20967,5006,local
BambooWall,118224,5009,local
Cement Bonded Bricks/Stone Wall,64984,5009,local
Mud Bonded Bricks/Stone Wall,6346,5009,local
Not Stated about Wall,1606,5009,local
Other Type Wall,1537,5009,local
Unbaked Bricks,206,5009,local
Wood/Planks,20967,5009,local
BambooWall,118224,5002,local
Cement Bonded Bricks/Stone Wall,64984,5002,local
Mud Bonded Bricks/Stone Wall,6346,5002,local
Not Stated about Wall,1606,5002,local
Other Type Wall,1537,5002,local
Unbaked Bricks,206,5002,local
Wood/Planks,20967,5002,local
BambooWall,508,68,district
Cement Bonded Bricks/Stone Wall,178,68,district
Mud Bonded Bricks/Stone Wall,22261,68,district
Not Stated about Wall,71,68,district
Other Type Wall,37,68,district
Unbaked Bricks,25,68,district
Wood/Planks,678,68,district
BambooWall,508,11001,local
Cement Bonded Bricks/Stone Wall,178,11001,local
Mud Bonded Bricks/Stone Wall,22261,11001,local
Not Stated about Wall,71,11001,local
Other Type Wall,37,11001,local
Unbaked Bricks,25,11001,local
Wood/Planks,678,11001,local
BambooWall,508,11006,local
Cement Bonded Bricks/Stone Wall,178,11006,local
Mud Bonded Bricks/Stone Wall,22261,11006,local
Not Stated about Wall,71,11006,local
Other Type Wall,37,11006,local
Unbaked Bricks,25,11006,local
Wood/Planks,678,11006,local
BambooWall,508,11007,local
Cement Bonded Bricks/Stone Wall,178,11007,local
Mud Bonded Bricks/Stone Wall,22261,11007,local
Not Stated about Wall,71,11007,local
Other Type Wall,37,11007,local
Unbaked Bricks,25,11007,local
Wood/Planks,678,11007,local
BambooWall,508,11004,local
Cement Bonded Bricks/Stone Wall,178,11004,local
Mud Bonded Bricks/Stone Wall,22261,11004,local
Not Stated about Wall,71,11004,local
Other Type Wall,37,11004,local
Unbaked Bricks,25,11004,local
Wood/Planks,678,11004,local
BambooWall,508,11003,local
Cement Bonded Bricks/Stone Wall,178,11003,local
Mud Bonded Bricks/Stone Wall,22261,11003,local
Not Stated about Wall,71,11003,local
Other Type Wall,37,11003,local
Unbaked Bricks,25,11003,local
Wood/Planks,678,11003,local
BambooWall,508,11008,local
Cement Bonded Bricks/Stone Wall,178,11008,local
Mud Bonded Bricks/Stone Wall,22261,11008,local
Not Stated about Wall,71,11008,local
Other Type Wall,37,11008,local
Unbaked Bricks,25,11008,local
Wood/Planks,678,11008,local
BambooWall,508,11005,local
Cement Bonded Bricks/Stone Wall,178,11005,local
Mud Bonded Bricks/Stone Wall,22261,11005,local
Not Stated about Wall,71,11005,local
Other Type Wall,37,11005,local
Unbaked Bricks,25,11005,local
Wood/Planks,678,11005,local
BambooWall,508,11002,local
Cement Bonded Bricks/Stone Wall,178,11002,local
Mud Bonded Bricks/Stone Wall,22261,11002,local
Not Stated about Wall,71,11002,local
Other Type Wall,37,11002,local
Unbaked Bricks,25,11002,local
Wood/Planks,678,11002,local
BambooWall,1960,6,province
Cement Bonded Bricks/Stone Wall,17590,6,province
Mud Bonded Bricks/Stone Wall,258338,6,province
Not Stated about Wall,2611,6,province
Other Type Wall,643,6,province
Unbaked Bricks,853,6,province
Wood/Planks,16179,6,province
BambooWall,65,14,district
Cement Bonded Bricks/Stone Wall,1192,14,district
Mud Bonded Bricks/Stone Wall,46682,14,district
Not Stated about Wall,432,14,district
Other Type Wall,32,14,district
Unbaked Bricks,7,14,district
Wood/Planks,505,14,district
BambooWall,65,60001,local
Cement Bonded Bricks/Stone Wall,1192,60001,local
Mud Bonded Bricks/Stone Wall,46682,60001,local
Not Stated about Wall,432,60001,local
Other Type Wall,32,60001,local
Unbaked Bricks,7,60001,local
Wood/Planks,505,60001,local
BambooWall,65,60007,local
Cement Bonded Bricks/Stone Wall,1192,60007,local
Mud Bonded Bricks/Stone Wall,46682,60007,local
Not Stated about Wall,432,60007,local
Other Type Wall,32,60007,local
Unbaked Bricks,7,60007,local
Wood/Planks,505,60007,local
BambooWall,65,60002,local
Cement Bonded Bricks/Stone Wall,1192,60002,local
Mud Bonded Bricks/Stone Wall,46682,60002,local
Not Stated about Wall,432,60002,local
Other Type Wall,32,60002,local
Unbaked Bricks,7,60002,local
Wood/Planks,505,60002,local
BambooWall,65,60009,local
Cement Bonded Bricks/Stone Wall,1192,60009,local
Mud Bonded Bricks/Stone Wall,46682,60009,local
Not Stated about Wall,432,60009,local
Other Type Wall,32,60009,local
Unbaked Bricks,7,60009,local
Wood/Planks,505,60009,local
BambooWall,65,60006,local
Cement Bonded Bricks/Stone Wall,1192,60006,local
Mud Bonded Bricks/Stone Wall,46682,60006,local
Not Stated about Wall,432,60006,local
Other Type Wall,32,60006,local
Unbaked Bricks,7,60006,local
Wood/Planks,505,60006,local
BambooWall,65,60004,local
Cement Bonded Bricks/Stone Wall,1192,60004,local
Mud Bonded Bricks/Stone Wall,46682,60004,local
Not Stated about Wall,432,60004,local
Other Type Wall,32,60004,local
Unbaked Bricks,7,60004,local
Wood/Planks,505,60004,local
BambooWall,65,60005,local
Cement Bonded Bricks/Stone Wall,1192,60005,local
Mud Bonded Bricks/Stone Wall,46682,60005,local
Not Stated about Wall,432,60005,local
Other Type Wall,32,60005,local
Unbaked Bricks,7,60005,local
Wood/Planks,505,60005,local
BambooWall,65,60010,local
Cement Bonded Bricks/Stone Wall,1192,60010,local
Mud Bonded Bricks/Stone Wall,46682,60010,local
Not Stated about Wall,432,60010,local
Other Type Wall,32,60010,local
Unbaked Bricks,7,60010,local
Wood/Planks,505,60010,local
BambooWall,65,60003,local
Cement Bonded Bricks/Stone Wall,1192,60003,local
Mud Bonded Bricks/Stone Wall,46682,60003,local
Not Stated about Wall,432,60003,local
Other Type Wall,32,60003,local
Unbaked Bricks,7,60003,local
Wood/Planks,505,60003,local
BambooWall,65,60008,local
Cement Bonded Bricks/Stone Wall,1192,60008,local
Mud Bonded Bricks/Stone Wall,46682,60008,local
Not Stated about Wall,432,60008,local
Other Type Wall,32,60008,local
Unbaked Bricks,7,60008,local
Wood/Planks,505,60008,local
BambooWall,65,60011,local
Cement Bonded Bricks/Stone Wall,1192,60011,local
Mud Bonded Bricks/Stone Wall,46682,60011,local
Not Stated about Wall,432,60011,local
Other Type Wall,32,60011,local
Unbaked Bricks,7,60011,local
Wood/Planks,505,60011,local
BambooWall,1,25,district
Cement Bonded Bricks/Stone Wall,42,25,district
Mud Bonded Bricks/Stone Wall,9358,25,district
Not Stated about Wall,11,25,district
Other Type Wall,15,25,district
Unbaked Bricks,0,25,district
Wood/Planks,10,25,district
BambooWall,1,66001,local
Cement Bonded Bricks/Stone Wall,42,66001,local
Mud Bonded Bricks/Stone Wall,9358,66001,local
Not Stated about Wall,11,66001,local
Other Type Wall,15,66001,local
Unbaked Bricks,0,66001,local
Wood/Planks,10,66001,local
BambooWall,1,66005,local
Cement Bonded Bricks/Stone Wall,42,66005,local
Mud Bonded Bricks/Stone Wall,9358,66005,local
Not Stated about Wall,11,66005,local
Other Type Wall,15,66005,local
Unbaked Bricks,0,66005,local
Wood/Planks,10,66005,local
BambooWall,1,66004,local
Cement Bonded Bricks/Stone Wall,42,66004,local
Mud Bonded Bricks/Stone Wall,9358,66004,local
Not Stated about Wall,11,66004,local
Other Type Wall,15,66004,local
Unbaked Bricks,0,66004,local
Wood/Planks,10,66004,local
BambooWall,1,66003,local
Cement Bonded Bricks/Stone Wall,42,66003,local
Mud Bonded Bricks/Stone Wall,9358,66003,local
Not Stated about Wall,11,66003,local
Other Type Wall,15,66003,local
Unbaked Bricks,0,66003,local
Wood/Planks,10,66003,local
BambooWall,1,66002,local
Cement Bonded Bricks/Stone Wall,42,66002,local
Mud Bonded Bricks/Stone Wall,9358,66002,local
Not Stated about Wall,11,66002,local
Other Type Wall,15,66002,local
Unbaked Bricks,0,66002,local
Wood/Planks,10,66002,local
BambooWall,1,66006,local
Cement Bonded Bricks/Stone Wall,42,66006,local
Mud Bonded Bricks/Stone Wall,9358,66006,local
Not Stated about Wall,11,66006,local
Other Type Wall,15,66006,local
Unbaked Bricks,0,66006,local
Wood/Planks,10,66006,local
BambooWall,1,66007,local
Cement Bonded Bricks/Stone Wall,42,66007,local
Mud Bonded Bricks/Stone Wall,9358,66007,local
Not Stated about Wall,11,66007,local
Other Type Wall,15,66007,local
Unbaked Bricks,0,66007,local
Wood/Planks,10,66007,local
BambooWall,4,29,district
Cement Bonded Bricks/Stone Wall,75,29,district
Mud Bonded Bricks/Stone Wall,18958,29,district
Not Stated about Wall,148,29,district
Other Type Wall,54,29,district
Unbaked Bricks,4,29,district
Wood/Planks,48,29,district
BambooWall,4,63004,local
Cement Bonded Bricks/Stone Wall,75,63004,local
Mud Bonded Bricks/Stone Wall,18958,63004,local
Not Stated about Wall,148,63004,local
Other Type Wall,54,63004,local
Unbaked Bricks,4,63004,local
Wood/Planks,48,63004,local
BambooWall,4,63006,local
Cement Bonded Bricks/Stone Wall,75,63006,local
Mud Bonded Bricks/Stone Wall,18958,63006,local
Not Stated about Wall,148,63006,local
Other Type Wall,54,63006,local
Unbaked Bricks,4,63006,local
Wood/Planks,48,63006,local
BambooWall,4,63008,local
Cement Bonded Bricks/Stone Wall,75,63008,local
Mud Bonded Bricks/Stone Wall,18958,63008,local
Not Stated about Wall,148,63008,local
Other Type Wall,54,63008,local
Unbaked Bricks,4,63008,local
Wood/Planks,48,63008,local
BambooWall,4,63005,local
Cement Bonded Bricks/Stone Wall,75,63005,local
Mud Bonded Bricks/Stone Wall,18958,63005,local
Not Stated about Wall,148,63005,local
Other Type Wall,54,63005,local
Unbaked Bricks,4,63005,local
Wood/Planks,48,63005,local
BambooWall,4,63001,local
Cement Bonded Bricks/Stone Wall,75,63001,local
Mud Bonded Bricks/Stone Wall,18958,63001,local
Not Stated about Wall,148,63001,local
Other Type Wall,54,63001,local
Unbaked Bricks,4,63001,local
Wood/Planks,48,63001,local
BambooWall,4,63002,local
Cement Bonded Bricks/Stone Wall,75,63002,local
Mud Bonded Bricks/Stone Wall,18958,63002,local
Not Stated about Wall,148,63002,local
Other Type Wall,54,63002,local
Unbaked Bricks,4,63002,local
Wood/Planks,48,63002,local
BambooWall,4,63003,local
Cement Bonded Bricks/Stone Wall,75,63003,local
Mud Bonded Bricks/Stone Wall,18958,63003,local
Not Stated about Wall,148,63003,local
Other Type Wall,54,63003,local
Unbaked Bricks,4,63003,local
Wood/Planks,48,63003,local
BambooWall,4,63007,local
Cement Bonded Bricks/Stone Wall,75,63007,local
Mud Bonded Bricks/Stone Wall,18958,63007,local
Not Stated about Wall,148,63007,local
Other Type Wall,54,63007,local
Unbaked Bricks,4,63007,local
Wood/Planks,48,63007,local
BambooWall,1786,70,district
Cement Bonded Bricks/Stone Wall,12651,70,district
Mud Bonded Bricks/Stone Wall,41959,70,district
Not Stated about Wall,678,70,district
Other Type Wall,290,70,district
Unbaked Bricks,833,70,district
Wood/Planks,14633,70,district
BambooWall,1786,59008,local
Cement Bonded Bricks/Stone Wall,12651,59008,local
Mud Bonded Bricks/Stone Wall,41959,59008,local
Not Stated about Wall,678,59008,local
Other Type Wall,290,59008,local
Unbaked Bricks,833,59008,local
Wood/Planks,14633,59008,local
BambooWall,1786,59005,local
Cement Bonded Bricks/Stone Wall,12651,59005,local
Mud Bonded Bricks/Stone Wall,41959,59005,local
Not Stated about Wall,678,59005,local
Other Type Wall,290,59005,local
Unbaked Bricks,833,59005,local
Wood/Planks,14633,59005,local
BambooWall,1786,59006,local
Cement Bonded Bricks/Stone Wall,12651,59006,local
Mud Bonded Bricks/Stone Wall,41959,59006,local
Not Stated about Wall,678,59006,local
Other Type Wall,290,59006,local
Unbaked Bricks,833,59006,local
Wood/Planks,14633,59006,local
BambooWall,1786,59001,local
Cement Bonded Bricks/Stone Wall,12651,59001,local
Mud Bonded Bricks/Stone Wall,41959,59001,local
Not Stated about Wall,678,59001,local
Other Type Wall,290,59001,local
Unbaked Bricks,833,59001,local
Wood/Planks,14633,59001,local
BambooWall,1786,59007,local
Cement Bonded Bricks/Stone Wall,12651,59007,local
Mud Bonded Bricks/Stone Wall,41959,59007,local
Not Stated about Wall,678,59007,local
Other Type Wall,290,59007,local
Unbaked Bricks,833,59007,local
Wood/Planks,14633,59007,local
BambooWall,1786,59009,local
Cement Bonded Bricks/Stone Wall,12651,59009,local
Mud Bonded Bricks/Stone Wall,41959,59009,local
Not Stated about Wall,678,59009,local
Other Type Wall,290,59009,local
Unbaked Bricks,833,59009,local
Wood/Planks,14633,59009,local
BambooWall,1786,59003,local
Cement Bonded Bricks/Stone Wall,12651,59003,local
Mud Bonded Bricks/Stone Wall,41959,59003,local
Not Stated about Wall,678,59003,local
Other Type Wall,290,59003,local
Unbaked Bricks,833,59003,local
Wood/Planks,14633,59003,local
BambooWall,1786,59002,local
Cement Bonded Bricks/Stone Wall,12651,59002,local
Mud Bonded Bricks/Stone Wall,41959,59002,local
Not Stated about Wall,678,59002,local
Other Type Wall,290,59002,local
Unbaked Bricks,833,59002,local
Wood/Planks,14633,59002,local
BambooWall,1786,59004,local
Cement Bonded Bricks/Stone Wall,12651,59004,local
Mud Bonded Bricks/Stone Wall,41959,59004,local
Not Stated about Wall,678,59004,local
Other Type Wall,290,59004,local
Unbaked Bricks,833,59004,local
Wood/Planks,14633,59004,local
BambooWall,1,21,district
Cement Bonded Bricks/Stone Wall,18,21,district
Mud Bonded Bricks/Stone Wall,7215,21,district
Not Stated about Wall,186,21,district
Other Type Wall,12,21,district
Unbaked Bricks,1,21,district
Wood/Planks,33,21,district
BambooWall,1,62007,local
Cement Bonded Bricks/Stone Wall,18,62007,local
Mud Bonded Bricks/Stone Wall,7215,62007,local
Not Stated about Wall,186,62007,local
Other Type Wall,12,62007,local
Unbaked Bricks,1,62007,local
Wood/Planks,33,62007,local
BambooWall,1,62004,local
Cement Bonded Bricks/Stone Wall,18,62004,local
Mud Bonded Bricks/Stone Wall,7215,62004,local
Not Stated about Wall,186,62004,local
Other Type Wall,12,62004,local
Unbaked Bricks,1,62004,local
Wood/Planks,33,62004,local
BambooWall,1,62001,local
Cement Bonded Bricks/Stone Wall,18,62001,local
Mud Bonded Bricks/Stone Wall,7215,62001,local
Not Stated about Wall,186,62001,local
Other Type Wall,12,62001,local
Unbaked Bricks,1,62001,local
Wood/Planks,33,62001,local
BambooWall,1,62006,local
Cement Bonded Bricks/Stone Wall,18,62006,local
Mud Bonded Bricks/Stone Wall,7215,62006,local
Not Stated about Wall,186,62006,local
Other Type Wall,12,62006,local
Unbaked Bricks,1,62006,local
Wood/Planks,33,62006,local
BambooWall,1,62003,local
Cement Bonded Bricks/Stone Wall,18,62003,local
Mud Bonded Bricks/Stone Wall,7215,62003,local
Not Stated about Wall,186,62003,local
Other Type Wall,12,62003,local
Unbaked Bricks,1,62003,local
Wood/Planks,33,62003,local
BambooWall,1,62002,local
Cement Bonded Bricks/Stone Wall,18,62002,local
Mud Bonded Bricks/Stone Wall,7215,62002,local
Not Stated about Wall,186,62002,local
Other Type Wall,12,62002,local
Unbaked Bricks,1,62002,local
Wood/Planks,33,62002,local
BambooWall,1,62008,local
Cement Bonded Bricks/Stone Wall,18,62008,local
Mud Bonded Bricks/Stone Wall,7215,62008,local
Not Stated about Wall,186,62008,local
Other Type Wall,12,62008,local
Unbaked Bricks,1,62008,local
Wood/Planks,33,62008,local
BambooWall,1,62005,local
Cement Bonded Bricks/Stone Wall,18,62005,local
Mud Bonded Bricks/Stone Wall,7215,62005,local
